x-dis,y-dis,z-dis,HOMO-5,HOMO-4,HOMO-3,HOMO-2,HOMO-1,HOMO,LUMO,LUMO+1,LUMO+2,LUMO+3,LUMO+4,LUMO+5,EXC1,EXC2,EXC3,EXC4,EXC5,EXC6,EXC7,EXC8,EXC9,EXC10,PROB1,PROB2,PROB3,PROB4,PROB5,PROB6,PROB7,PROB8,PROB9,PROB10
0.0,0.0,3.5,-6.41424769964,-6.05029098179,-5.839916896879998,-5.3285652592699995,-4.749058981369999,-4.06523776395,-2.5571723349039996,-1.835654502132,-1.097829568957,-0.569990151896,-0.405212220655,0.0860720154976,1.0483,1.6566,1.9845,2.2608,2.451,2.4823,2.6572,2.9289,2.9645,3.0266,1.741e-07,0.000320418,0.0560404425,0.0,0.0,6.950000000000001e-08,8.417e-07,1.1499999999999999e-08,1.95e-08,1.20135e-05
0.0,0.1,3.5,-6.4163782974500005,-6.048775345799999,-5.840746823230001,-5.33061150391,-4.74770116744,-4.06712618653,-2.556609073414,-1.836714903111,-1.096904949371,-0.568207034725,-0.406673979459,0.08362403208279999,1.0509,1.6566,1.9846,2.2634,2.4538,2.4801,2.6591,2.9289,2.9646,3.0299,1.7390000000000002e-07,0.00038402989999999996,0.05606119019999999,7.195000000000001e-07,2.4584e-06,6.97e-08,8.587e-07,3.58e-08,1.71e-08,1.1971900000000001e-05
0.0,0.2,3.5,-6.42272927483,-6.04416857429,-5.843217554789999,-5.336712142850001,-4.743556977830001,-4.07275335929,-2.555025138567,-1.8398854938749998,-1.0940949003819995,-0.562891968694,-0.411028235673,0.07631676186200001,1.0583,1.6567,1.9847,2.2712,2.4623,2.4734,2.6647,2.9286,2.9648,3.0397,1.734e-07,0.000574218,0.056111002800000004,2.8328e-06,9.7414e-06,7.01e-08,9.095e-07,9.35e-08,1.63e-08,1.1856800000000001e-05
0.0,0.3,3.5,-6.43315097293,-6.0363863140900005,-5.847222969830001,-5.346733843660001,-4.7365529436500005,-4.08199139194,-2.552629236432,-1.845128723658,-1.089560237227,-0.554049035408,-0.418150908505,0.0643370062907,1.0702,1.6564,1.9849,2.2837,2.4623,2.4761,2.6736,2.9275,2.9653,3.0556,1.7239999999999998e-07,0.0008763792,0.0561632792,6.9123e-06,7.08e-08,2.1543e-05,9.959e-07,1.507e-07,2e-08,1.1693299999999999e-05
0.0,0.4,3.5,-6.44732230549,-6.0257251618300005,-5.852607967359999,-5.3603664043600014,-4.7269883826,-4.09456273534,-2.549682045515,-1.852270988194,-1.083696875591,-0.541998776913,-0.427767986206,0.0480493615382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5,3.5,-6.46521334074,-6.01205450615,-5.85962288582,-5.3775880563900005,-4.7146891462000005,-4.11047011056,-2.5458034323370002,-1.861276369359,-1.0761559743,-0.5267934377529999,-0.4397352520660001,0.027636493033600003,1.1064,1.6540000000000001,1.9857,2.3215,2.4274,2.5180000000000002,2.6998,2.9204,2.9696,3.1042,1.691e-07,0.0017227666000000001,0.0562617294,2.42423e-05,7.320000000000001e-08,5.49955e-05,1.2664e-06,1.869e-07,6.32e-08,1.1167999999999999e-05
0.0,0.6,3.5,-6.486478502790001,-5.99575529685,-5.868104461010001,-5.39806410814,-4.70000897355,-4.129414199900001,-2.541255708046,-1.8718531684490003,-1.0673516802079999,-0.509245801537,-0.453417064133,0.00361413333721,1.1306,1.6515,1.9869999999999999,2.3467,2.4044,2.5457,2.7169,2.9137,2.9737,3.1351,1.6679999999999998e-07,0.0022179456,0.05627884440000001,4.00892e-05,7.49e-08,7.3822e-05,1.4390000000000001e-06,1.7769999999999998e-07,9.400000000000001e-08,1.0251500000000002e-05
0.0,0.7,3.5,-6.51073684184,-5.97708331451,-5.87796289762,-5.42144082051,-4.6831845977399995,-4.1510956856600005,-2.536039144749,-1.883768189765,-1.057486440923,-0.491819252936,-0.466406091778,-0.02349840950468,1.1582,1.6478,1.9892,2.3755,2.3782,2.5772,2.736,2.905,2.9788,3.1611,1.639e-07,0.0027437345,0.0562517536,6.240569999999999e-05,7.72e-08,9.30597e-05,1.6266e-06,1.675e-07,1.229e-07,4.2926e-06
0.0,0.8,3.5,-6.5071695190700005,-5.956397740369999,-5.8891029582000005,-5.4472964276499996,-4.66454526824,-4.17513089697,-2.5303186392879997,-1.89681435988,-1.046813588062,-0.492975707686,-0.460331030896,-0.0531399120835,1.1888,1.6429,1.9925,2.3494,2.4074,2.6119,2.7568,2.8944,2.9842,3.1692,1.606e-07,0.0033001798999999997,0.056155519699999996,7.990000000000001e-08,9.23556e-05,0.0001130465,1.8185e-06,1.6260000000000001e-07,1.502e-07,7.347e-07
0.0,0.9,3.5,-6.502614447890002,-5.933989728920001,-5.901385868180001,-5.47517923194,-4.64433588135,-4.20112255761,-2.524352421206,-1.91075440149,-1.035637337251,-0.509714914005,-0.43822315346699997,-0.08469376633189998,1.2217,1.6364,1.9968,2.3185,2.4416,2.6489999999999996,2.7788,2.8819999999999997,2.9893,3.1734,1.566e-07,0.0038966785,0.0559491045,8.310000000000001e-08,0.0001310215,0.0001335708,2.0066999999999998e-06,1.6489999999999997e-07,1.797e-07,3.0609999999999997e-07
0.0,1.0,3.5,-6.4976403319300005,-5.915187135220001,-5.90963343135,-5.504694678230001,-4.62277956481,-4.2287196495499995,-2.518325523263,-1.9253260034470001,-1.0242336049879999,-0.528755873437,-0.4134034576760001,-0.1175646184603,1.2563,1.6283,2.0023,2.2859,2.4775,2.6878,2.8016,2.8679,2.9935,3.178,1.522e-07,0.0045572461,0.055611127999999996,8.68e-08,0.0001799559,0.0001544437,2.1749e-06,1.791e-07,2.156e-07,2.134e-07
0.0,1.1,3.5,-6.49227166082,-5.92917615609,-5.884868973280001,-5.535461816719999,-4.60015658883,-4.25759292332,-2.512330461839,-1.940254609788,-1.0128404848980002,-0.548499413143,-0.38757016331,-0.1511852342165,1.2921,1.6186,2.0089,2.2522,2.5146,2.7276,2.8244,2.8527,2.9963,3.1837,1.4710000000000001e-07,0.0053138939,0.0551146307,9.1e-08,0.0002401386,0.0001753849,2.2677e-06,2.538e-07,2.617e-07,1.906e-07
0.0,1.2,3.5,-6.4865383663300005,-5.944297142080001,-5.85904057684,-5.56707792905,-4.57682069251,-4.28738047661,-2.5064466921779998,-1.955277909365,-1.0016966148200002,-0.568372203674,-0.361466394586,-0.18498364468649997,1.3287,1.6077,2.0168,2.218,2.5525,2.7679,2.8332,2.8507,2.9973,3.1909,1.413e-07,0.0062084577,0.0544601341,9.57e-08,0.0003107868,0.0001950116,4.01e-07,2.2599e-06,3.194e-07,1.8800000000000002e-07
0.0,1.3,3.5,-6.48057650196,-5.96001948454,-5.832931910189999,-5.59923009217,-4.5531800363500015,-4.317796597069998,-2.501194754971,-1.969995632781,-0.991154101212,-0.5878507111619999,-0.335949016447,-0.2184684246283,1.3652,1.5953,2.0259,2.184,2.5902,2.8078,2.8163,2.8727,2.9963,3.1998,1.35e-07,0.0073149593999999995,0.0535950753,1.0099999999999999e-07,0.00039454379999999997,0.00021407240000000002,2.306e-07,2.5372e-06,3.906e-07,1.9170000000000003e-07
0.0,1.4,3.5,-6.474508515860001,-5.976495563389999,-5.806915759920001,-5.63120538574,-4.529623733359999,-4.348188227900001,-2.495856015631,-1.984515806515,-0.9812428758439998,-0.6068674530709999,-0.31106728026,-0.25101810886459996,1.4016,1.5828,2.0358,2.1506,2.6278,2.7984,2.8466,2.8958,2.9933,3.21,1.28e-07,0.0086250326,0.052597608399999995,1.068e-07,0.0004825972,2.392e-07,0.0002321402,2.5874e-06,4.697e-07,1.9510000000000002e-07
0.0,1.5,3.5,-6.4682228441600005,-5.993469598050001,-5.781386681180002,-5.66280517165,-4.50650552264,-4.3784193156,-2.490858770576,-1.998589452662,-0.972173549534,-0.6250531802020001,-0.287440773664,-0.282233462005,1.4374,1.5702,2.0465,2.1184,2.6646,2.7803,2.8835,2.9185,2.9886,3.2215,1.204e-07,0.0102055765,0.0514513808,1.133e-07,0.000573401,2.59e-07,0.0002538954,2.575e-06,5.549e-07,1.977e-07
0.0,1.6,3.5,-6.461746697560001,-6.01077832432,-5.75671473949,-5.69368931615,-4.4840839058399995,-4.40810346823,-2.486203836127,-2.011987457128,-0.964090338992,-0.6421580983290001,-0.31174074508500005,-0.2654864462151,1.4721,1.5578,2.0579,2.0879,2.7003,2.7625,2.9177,2.9405,2.9824,3.2341,1.121e-07,0.0121008045,0.0501708166,1.205e-07,0.0006626606,2.824e-07,0.0002768998,2.4994e-06,6.465000000000001e-07,2.005e-07
0.0,1.7,3.5,-6.455172592439999,-6.0283128994,-5.7332727214400006,-5.723602038659999,-4.462720785269999,-4.4370257212599995,-2.4819948850510003,-2.0246654664720003,-0.957118957652,-0.658023296964,-0.339295932547,-0.24561202304210006,1.5052,1.5461,2.0596,2.0697,2.7343,2.7454,2.9483,2.9615,2.9751,3.2475,1.032e-07,0.0143472425,1.295e-07,0.0487767239,0.0007447777000000001,3.079e-07,0.00030169720000000004,2.3373e-06,7.651000000000001e-07,2.106e-07
0.0,1.8,3.5,-6.448582160900002,-6.045956317280001,-5.75229027967,-5.711378992220001,-4.46494662053,-4.4426991522099994,-2.478259944369,-2.036581576216,-0.951327432264,-0.6725325864180001,-0.364686508824,-0.22813752918770006,1.5354,1.5364,2.0337,2.0818,2.7293,2.7665,2.9669,2.9741,2.9812,3.2251,0.0169689909,1.282e-07,1.366e-07,0.0473034488,3.353e-07,0.0008135811,7.856e-07,0.00032994769999999994,2.2175e-06,0.0015593798000000001
0.0,1.9,3.5,-6.4420189400600005,-6.06344463417,-5.77977580774,-5.691177768539999,-4.49189065567,-4.42414961802,-2.475098333136,-2.047647623692,-0.946825149842,-0.685522702491,-0.387988391769,-0.2131772223812,1.5258,1.5656,2.0106,2.0942,2.7142,2.7965,2.9584,2.9939,2.9989999999999997,3.2073,0.0200016451,8.310000000000001e-08,1.459e-07,0.0457531392,3.64e-07,0.0008622656,8.971e-07,0.0003635675,1.9545e-06,0.0006628925
0.0,2.0,3.5,-6.435648915190001,-6.08102546744,-5.80534570253,-5.673066326619999,-4.51715306955,-4.407428642869999,-2.4722934541799995,-2.058027689421,-0.943433608194,-0.697163712058,-0.40864947627899995,-0.2010737941784,1.5178,1.5922,1.9905,2.1061,2.7008,2.824,2.95,3.0065,3.0153,3.1955,0.0233787252,7.22e-08,1.558e-07,0.0442296062,3.9310000000000005e-07,0.0008805935000000001,9.984999999999998e-07,0.0004105707,1.6617e-06,0.0007381649
0.0,2.1,3.5,-6.4292598428300005,-6.098560042519998,-5.828858468399999,-5.65728684169,-4.54057876118,-4.39274302808,-2.469726396742,-2.067827623026,-0.941097841706,-0.707498063811,-0.426519287183,-0.1919422369975,1.5118,1.6161,1.9736,2.1174,2.6896,2.8489,2.9421,3.0117,3.0302,3.1894,0.0270624842,6.099999999999999e-08,1.6620000000000002e-07,0.0427652884,4.221e-07,0.0008617402999999999,1.1013e-06,0.000472029,1.3495e-06,0.0011065057
0.0,2.2,3.5,-6.423145598540001,-6.11570006245,-5.850681449800001,-5.643673328479999,-4.56250514324,-4.37994039373,-2.467652669295,-2.0769432075260004,-0.939954992306,-0.7164199081270001,-0.4421882966710001,-0.18552560019839998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.3,3.5,-6.417406861910001,-6.13265777069,-5.870528934380001,-5.632435309380001,-4.58267915622,-4.3692874046800005,-2.465937578874,-2.085625325575,-0.939851863753,-0.724153733281,-0.455588205886,-0.182010195444,1.5048,1.6556,1.9492,2.1383,2.6724,2.8908,2.9278,3.0067,3.0544,3.1855,0.0353271207,3.88e-08,1.8730000000000002e-07,0.0399817176,4.816e-07,0.0007113032000000001,1.3290000000000001e-06,0.0006200423999999999,7.549e-07,0.0028598484
0.0,2.4,3.5,-6.41182322627,-6.14907126493,-5.888302963619998,-5.62359999509,-4.600861345959999,-4.36066161278,-2.4644067048919998,-2.093884045132,-0.94062764081,-0.7307672939159999,-0.466569628085,-0.1810278619633,1.5041,1.6713,1.9415,2.1471,2.667,2.9077,2.9219999999999997,3.0009,3.0643,3.1839,0.0397519494,2.8599999999999998e-08,1.971e-07,0.0387369564,5.112e-07,0.0005852321,1.4535e-06,0.0007016324,5.174e-07,0.0038984076
0.0,2.5,3.5,-6.406549792610002,-6.16501129299,-5.90402530608,-5.617180990960001,-4.61709524958,-4.35415553441,-2.4630404556450003,-2.101899228924,-0.942176745961,-0.7364450785779999,-0.475404942375,-0.1825431714249,1.5052,1.6844,1.9366,2.1547,2.6639,2.9172,2.9221,2.9953,3.0733,3.1827,0.044264741600000004,1.98e-08,2.0579999999999998e-07,0.0376083298,5.395e-07,1.5857e-06,0.00043197699999999995,0.0007846388,3.347e-07,0.0047541532
0.0,2.6,3.5,-6.401635540190001,-6.180390780630001,-5.9177394988800005,-5.61311571238,-4.63138630922,-4.34972291138,-2.4617294441190003,-2.10976529808,-0.944335098685,-0.7413073585609999,-0.482389929065,-0.1863476354454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.7,3.5,-6.397045095099998,-6.1952777546,-5.929336699219999,-5.611398717209999,-4.643603913520002,-4.3473963965300015,-2.4605506765950005,-2.117722250974,-0.947062155039,-0.745698893434,-0.487233705772,-0.19222922825039998,1.5126,1.7042,1.9333,2.165,2.6643,2.9115,2.9427,2.9886,3.0898,3.1833,0.05320136,7.5e-09,2.184e-07,0.0356968748,5.903e-07,1.8666999999999998e-06,0.0001185225,0.0009165489,1.234e-07,0.0059457595
0.0,2.8,3.5,-6.3928573683700005,-6.2095361614,-5.93900193986,-5.6118259252,-4.6538950002599995,-4.346985514960002,-2.459350956832,-2.125753216972,-0.9501380525669999,-0.749634376975,-0.49053626843099996,-0.1998906457317,1.5187,1.7117,1.9340000000000002,2.1674,2.6678,2.9107,2.9488,2.9888,3.0980000000000003,3.1853,0.0574514516,3.9e-09,2.2239999999999998e-07,0.0349018663,6.117e-07,2.0121e-06,2.2604000000000002e-05,0.0009167433,7.57e-08,0.0063581974
0.0,2.9,3.5,-6.38904787037,-6.2231687221000005,-5.946770594709999,-5.614274888200001,-4.6622813380000006,-4.34839775029,-2.458130012723,-2.133979011582,-0.953461023251,-0.753329862142,-0.492312038713,-0.2090679985207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,3.5,-6.3856166011000015,-6.2361509470700005,-5.952751506569999,-5.618579620939999,-4.66885544312,-4.35150521223,-2.456851926144,-2.142457321488,-0.9569091631550001,-0.756928749324,-0.492742784094,-0.2194838191095,1.5347,1.7235,1.9375,2.1666,2.6805,2.9132,2.9539999999999997,2.9961,3.1151,3.1921,0.0651087242,6e-10,2.2699999999999998e-07,0.0335671618,6.436e-07,2.3027e-06,1.96499e-05,0.0007417497,4.1100000000000004e-08,0.0069185356
